audio_path1,audio_path2,label
color\common_voice_es_19672507__2.opus,off\common_voice_en_317444.opus,0
left\common_voice_en_217231.opus,tres\common_voice_es_18856840.opus,0
house\common_voice_en_19946617.opus,house\common_voice_en_18404256.opus,1
vida\common_voice_es_20379411.opus,cinco\common_voice_es_19607925.opus,0
follow\common_voice_en_699036.opus,zero\common_voice_en_19822154.opus,0
vida\common_voice_es_20173208.opus,happy\common_voice_en_480670.opus,0
número\common_voice_es_20273505.opus,número\common_voice_es_20802725.opus,1
bird\common_voice_en_609711.opus,bird\common_voice_en_20454771.opus,1
ocho\common_voice_es_19887866.opus,ocho\common_voice_es_20593149.opus,1
tres\common_voice_es_20592378.opus,tres\common_voice_es_19205549.opus,1
número\common_voice_es_19949719.opus,número\common_voice_es_19379854.opus,1
eight\common_voice_en_20436739.opus,yes\common_voice_en_316971.opus,0
ciudad\common_voice_es_19808851.opus,ciudad\common_voice_es_20313963.opus,1
off\common_voice_en_164071.opus,off\common_voice_en_211653.opus,1
six\common_voice_en_22405016.opus,tree\common_voice_en_22181154.opus,0
four\common_voice_en_18870135.opus,down\common_voice_en_20049245.opus,0
wow\common_voice_en_17248640.opus,house\common_voice_en_136897.opus,0
número\common_voice_es_19749463.opus,número\common_voice_es_19266027.opus,1
vida\common_voice_es_20810896.opus,vida\common_voice_es_19661009.opus,1
universidad\common_voice_es_20668809.opus,wow\common_voice_en_18066448.opus,0
sheila\common_voice_en_18890773.opus,backward\common_voice_en_20162676.opus,0
uno\common_voice_es_19646694.opus,uno\common_voice_es_20655517.opus,1
tree\common_voice_en_211454.opus,uno\common_voice_es_19714965.opus,0
canción\common_voice_es_19138638.opus,nine\common_voice_en_17817373.opus,0
tiempo\common_voice_es_20554284.opus,cero\common_voice_es_20285500.opus,0
cat\common_voice_en_24146.opus,cat\common_voice_en_17249375.opus,1
nombre\common_voice_es_20692185.opus,seis\common_voice_es_18406556.opus,0
encuentra\common_voice_es_20739162.opus,left\common_voice_en_20711567.opus,0
seven\common_voice_en_17812451.opus,seven\common_voice_en_21866477.opus,1
encuentra\common_voice_es_19759586.opus,bird\common_voice_en_113398.opus,0
four\common_voice_en_641506.opus,four\common_voice_en_19478683.opus,1
five\common_voice_en_18074504.opus,tres\common_voice_es_20851314.opus,0
número\common_voice_es_20273318.opus,eight\common_voice_en_18712664.opus,0
juego\common_voice_es_20831535.opus,bird\common_voice_en_20987941.opus,0
learn\common_voice_en_17246890.opus,learn\common_voice_en_17684365.opus,1
cinco\common_voice_es_20744930.opus,nueve\common_voice_es_19707092.opus,0
cat\common_voice_en_18511084.opus,happy\common_voice_en_680521.opus,0
color\common_voice_es_19345327.opus,color\common_voice_es_20273515.opus,1
right\common_voice_en_21440814.opus,bed\common_voice_en_101920.opus,0
tree\common_voice_en_2328.opus,cero\common_voice_es_18539124.opus,0
nueve\common_voice_es_18816658.opus,canción\common_voice_es_19130833.opus,0
ocho\common_voice_es_20808749.opus,eight\common_voice_en_95128.opus,0
cinco\common_voice_es_19722427.opus,yes\common_voice_en_155815.opus,0
six\common_voice_en_19003040.opus,ocho\common_voice_es_20007959.opus,0
número\common_voice_es_19200055.opus,sheila\common_voice_en_20256826.opus,0
eight\common_voice_en_22382902.opus,eight\common_voice_en_500865.opus,1
yes\common_voice_en_176661.opus,visual\common_voice_en_604015.opus,0
zero\common_voice_en_22324349.opus,zero\common_voice_en_20731223.opus,1
tres\common_voice_es_19561827.opus,tres\common_voice_es_19202426.opus,1
cero\common_voice_es_19948264.opus,left\common_voice_en_19796277.opus,0
bird\common_voice_en_18032160.opus,backward\common_voice_en_21854781.opus,0
two\common_voice_en_20046674.opus,tree\common_voice_en_109937.opus,0
juego\common_voice_es_18898352.opus,cuatro\common_voice_es_20700414.opus,0
dos\common_voice_es_20305969.opus,cinco\common_voice_es_19467115.opus,0
happy\common_voice_en_17771906.opus,eight\common_voice_en_20254864.opus,0
stop\common_voice_en_18446644.opus,stop\common_voice_en_18562016.opus,1
learn\common_voice_en_627872.opus,right\common_voice_en_20443457.opus,0
bed\common_voice_en_193801.opus,bed\common_voice_en_17880144.opus,1
follow\common_voice_en_60717.opus,follow\common_voice_en_20737820.opus,1
down\common_voice_en_542194.opus,universidad\common_voice_es_20059304.opus,0
seven\common_voice_en_21561526.opus,seven\common_voice_en_19958664.opus,1
bird\common_voice_en_20883088.opus,seven\common_voice_en_22191694.opus,0
backward\common_voice_en_20039344.opus,backward\common_voice_en_20114505.opus,1
learn\common_voice_en_120822.opus,encuentra\common_voice_es_20412799.opus,0
cero\common_voice_es_20367878.opus,cero\common_voice_es_20930455.opus,1
canción\common_voice_es_19808779.opus,canción\common_voice_es_20809846.opus,1
bird\common_voice_en_17565308.opus,bird\common_voice_en_20957639.opus,1
one\common_voice_en_20178125.opus,canción\common_voice_es_20908880__2.opus,0
cinco\common_voice_es_20437735.opus,follow\common_voice_en_20420654.opus,0
siete\common_voice_es_20314541.opus,six\common_voice_en_586041.opus,0
bird\common_voice_en_20621980.opus,zero\common_voice_en_19516168.opus,0
cinco\common_voice_es_19054581.opus,eight\common_voice_en_18133813.opus,0
off\common_voice_en_20858318.opus,off\common_voice_en_22355214.opus,1
cinco\common_voice_es_19201210.opus,cinco\common_voice_es_20252250.opus,1
cero\common_voice_es_20699296.opus,cero\common_voice_es_18801571.opus,1
backward\common_voice_en_21854781.opus,zero\common_voice_en_17264954.opus,0
five\common_voice_en_505193.opus,eight\common_voice_en_519890.opus,0
wow\common_voice_en_17914400.opus,wow\common_voice_en_17451513.opus,1
stop\common_voice_en_71183.opus,stop\common_voice_en_177128.opus,1
cuatro\common_voice_es_18344827.opus,right\common_voice_en_677045.opus,0
número\common_voice_es_19453309.opus,número\common_voice_es_20264211.opus,1
seis\common_voice_es_20233556.opus,cat\common_voice_en_8731556.opus,0
bird\common_voice_en_18479974.opus,bird\common_voice_en_20581488.opus,1
off\common_voice_en_20778789.opus,off\common_voice_en_20325879.opus,1
seven\common_voice_en_18869275.opus,off\common_voice_en_178675.opus,0
vida\common_voice_es_18364646.opus,cinco\common_voice_es_20691496.opus,0
stop\common_voice_en_219493.opus,four\common_voice_en_21574114.opus,0
tiempo\common_voice_es_18403344.opus,two\common_voice_en_20924608.opus,0
yes\common_voice_en_187428.opus,yes\common_voice_en_18454356.opus,1
eight\common_voice_en_18139474.opus,house\common_voice_en_19674590.opus,0
sheila\common_voice_en_20952652.opus,sheila\common_voice_en_19960615.opus,1
three\common_voice_en_18142464.opus,cuatro\common_voice_es_19608717.opus,0
down\common_voice_en_22103869.opus,forward\common_voice_en_22431256.opus,0
juego\common_voice_es_20390002.opus,encuentra\common_voice_es_20904014.opus,0
house\common_voice_en_562163.opus,seven\common_voice_en_21868711.opus,0
vida\common_voice_es_19255855.opus,color\common_voice_es_20908847.opus,0
visual\common_voice_en_21665299__2.opus,color\common_voice_es_19801132.opus,0
sheila\common_voice_en_19231934.opus,two\common_voice_en_19898665.opus,0
cat\common_voice_en_17394705.opus,sheila\common_voice_en_19677037.opus,0
seis\common_voice_es_19636630.opus,three\common_voice_en_21174242.opus,0
dos\common_voice_es_19484798.opus,número\common_voice_es_19737090.opus,0
zero\common_voice_en_559262.opus,zero\common_voice_en_19695773.opus,1
two\common_voice_en_22305324.opus,cat\common_voice_en_15904626.opus,0
follow\common_voice_en_35202.opus,dos\common_voice_es_20930645.opus,0
visual\common_voice_en_20885310.opus,visual\common_voice_en_18701677.opus,1
encuentra\common_voice_es_20752627.opus,ocho\common_voice_es_19580736.opus,0
right\common_voice_en_593429.opus,visual\common_voice_en_21947430.opus,0
encuentra\common_voice_es_19644950.opus,off\common_voice_en_20802938.opus,0
siete\common_voice_es_18596614.opus,stop\common_voice_en_18534188.opus,0
seis\common_voice_es_20437648.opus,three\common_voice_en_18943041.opus,0
forward\common_voice_en_152689.opus,four\common_voice_en_17285111.opus,0
dos\common_voice_es_20700161.opus,forward\common_voice_en_579439.opus,0
zero\common_voice_en_19531809.opus,cat\common_voice_en_19740771.opus,0
seis\common_voice_es_19134756.opus,seis\common_voice_es_20629262.opus,1
forward\common_voice_en_26118.opus,wow\common_voice_en_18962968.opus,0
zero\common_voice_en_12168.opus,zero\common_voice_en_21783725.opus,1
seven\common_voice_en_20673564.opus,seven\common_voice_en_461794.opus,1
cinco\common_voice_es_18852956.opus,sheila\common_voice_en_19231934.opus,0
eight\common_voice_en_19326751.opus,nine\common_voice_en_22298395.opus,0
eight\common_voice_en_19023376.opus,eight\common_voice_en_21162612.opus,1
house\common_voice_en_177185.opus,dos\common_voice_es_19530138.opus,0
nombre\common_voice_es_20274021.opus,nombre\common_voice_es_19672932.opus,1
siete\common_voice_es_19205579.opus,canción\common_voice_es_19843037.opus,0
three\common_voice_en_17261657.opus,two\common_voice_en_19717968.opus,0
uno\common_voice_es_20593049.opus,canción\common_voice_es_20945688.opus,0
marvin\common_voice_en_19557280.opus,uno\common_voice_es_19668062.opus,0
tree\common_voice_en_18488964.opus,three\common_voice_en_21858916.opus,0
cat\common_voice_en_15733551.opus,cat\common_voice_en_55003.opus,1
color\common_voice_es_20469564.opus,visual\common_voice_en_19768096.opus,0
cero\common_voice_es_20657154.opus,cuatro\common_voice_es_19780723.opus,0
five\common_voice_en_692112.opus,five\common_voice_en_533786.opus,1
dog\common_voice_en_19546291.opus,cuatro\common_voice_es_20161367.opus,0
nombre\common_voice_es_19149979.opus,nine\common_voice_en_19807752.opus,0
dos\common_voice_es_20652210.opus,down\common_voice_en_591174.opus,0
color\common_voice_es_20714497.opus,happy\common_voice_en_15381.opus,0
seven\common_voice_en_144136.opus,seven\common_voice_en_401890.opus,1
ciudad\common_voice_es_20430948.opus,ciudad\common_voice_es_19996224.opus,1
happy\common_voice_en_573062.opus,happy\common_voice_en_683601.opus,1
learn\common_voice_en_22155978.opus,uno\common_voice_es_19641550.opus,0
dos\common_voice_es_20890299.opus,dos\common_voice_es_19663836.opus,1
siete\common_voice_es_19239929.opus,siete\common_voice_es_19609263.opus,1
ciudad\common_voice_es_20248259.opus,marvin\common_voice_en_18404343.opus,0
dos\common_voice_es_20327918.opus,cat\common_voice_en_698068.opus,0
canción\common_voice_es_19911559.opus,canción\common_voice_es_20724221.opus,1
cero\common_voice_es_20285500.opus,nine\common_voice_en_22235529.opus,0
bird\common_voice_en_17951999.opus,nombre\common_voice_es_19170445.opus,0
dog\common_voice_en_17733677.opus,down\common_voice_en_18061745.opus,0
marvin\common_voice_en_18975490.opus,marvin\common_voice_en_19557280.opus,1
house\common_voice_en_19878227.opus,cuatro\common_voice_es_20594331.opus,0
sheila\common_voice_en_18890773.opus,sheila\common_voice_en_20312184.opus,1
seis\common_voice_es_19134756.opus,color\common_voice_es_19287318.opus,0
backward\common_voice_en_21854781.opus,backward\common_voice_en_20934379.opus,1
down\common_voice_en_209340.opus,nombre\common_voice_es_20072061.opus,0
nueve\common_voice_es_20849376.opus,nueve\common_voice_es_19483995.opus,1
wow\common_voice_en_17868932.opus,tree\common_voice_en_20254.opus,0
visual\common_voice_en_21681499.opus,número\common_voice_es_20676852.opus,0
tres\common_voice_es_20459995.opus,tres\common_voice_es_19944210.opus,1
ocho\common_voice_es_19478103.opus,uno\common_voice_es_20492981.opus,0
left\common_voice_en_19742313.opus,seis\common_voice_es_19558974.opus,0
bed\common_voice_en_17261.opus,bed\common_voice_en_508606.opus,1
marvin\common_voice_en_20035395.opus,tree\common_voice_en_22310263.opus,0
right\common_voice_en_147290.opus,nombre\common_voice_es_20739558.opus,0
yes\common_voice_en_18471324.opus,yes\common_voice_en_127688.opus,1
universidad\common_voice_es_20226971.opus,learn\common_voice_en_18400495.opus,0
uno\common_voice_es_19640552.opus,one\common_voice_en_44688.opus,0
tiempo\common_voice_es_19532900.opus,tiempo\common_voice_es_18778594.opus,1
cat\common_voice_en_11470.opus,ocho\common_voice_es_20669543.opus,0
stop\common_voice_en_18573382.opus,off\common_voice_en_13940965.opus,0
three\common_voice_en_177882.opus,three\common_voice_en_20372350.opus,1
backward\common_voice_en_19814783.opus,backward\common_voice_en_20039344.opus,1
three\common_voice_en_17372103.opus,three\common_voice_en_20673644.opus,1
follow\common_voice_en_20846722.opus,left\common_voice_en_18132136.opus,0
house\common_voice_en_21539092.opus,bed\common_voice_en_10325.opus,0
vida\common_voice_es_19404850.opus,vida\common_voice_es_20740953.opus,1
ciudad\common_voice_es_19721950.opus,dos\common_voice_es_20655502.opus,0
off\common_voice_en_18745391.opus,off\common_voice_en_19345378.opus,1
eight\common_voice_en_17835220.opus,eight\common_voice_en_18349344.opus,1
cat\common_voice_en_21485807.opus,three\common_voice_en_19783958.opus,0
color\common_voice_es_20307348.opus,color\common_voice_es_19703790.opus,1
down\common_voice_en_578376.opus,down\common_voice_en_17267777.opus,1
sheila\common_voice_en_18771680.opus,número\common_voice_es_18728400.opus,0
nine\common_voice_en_18962936.opus,nine\common_voice_en_19520098.opus,1
siete\common_voice_es_20656562.opus,backward\common_voice_en_18772743.opus,0
seis\common_voice_es_19558974.opus,seis\common_voice_es_19528931__2.opus,1
left\common_voice_en_19668157.opus,vida\common_voice_es_19627078.opus,0
ciudad\common_voice_es_20315360.opus,ciudad\common_voice_es_19596069.opus,1
down\common_voice_en_18061989.opus,down\common_voice_en_219073.opus,1
eight\common_voice_en_19677000.opus,sheila\common_voice_en_20065807.opus,0
forward\common_voice_en_591548.opus,forward\common_voice_en_20233010.opus,1
cuatro\common_voice_es_20666744.opus,cero\common_voice_es_19736047.opus,0
happy\common_voice_en_569246.opus,bird\common_voice_en_179219.opus,0
ciudad\common_voice_es_19369114.opus,ciudad\common_voice_es_19683800.opus,1
cat\common_voice_en_16666273.opus,color\common_voice_es_19200500.opus,0
one\common_voice_en_14455.opus,wow\common_voice_en_17263027.opus,0
bird\common_voice_en_481722.opus,sheila\common_voice_en_18771680.opus,0
house\common_voice_en_20170881.opus,universidad\common_voice_es_19670732.opus,0
one\common_voice_en_19138517.opus,six\common_voice_en_21143089.opus,0
encuentra\common_voice_es_19864970.opus,encuentra\common_voice_es_20891734.opus,1
canción\common_voice_es_19954737.opus,canción\common_voice_es_18753541.opus,1
learn\common_voice_en_17284428.opus,left\common_voice_en_18156820.opus,0
happy\common_voice_en_15735263.opus,happy\common_voice_en_515641.opus,1
down\common_voice_en_18066235.opus,nine\common_voice_en_19087786.opus,0
visual\common_voice_en_20539965.opus,visual\common_voice_en_18814839.opus,1
backward\common_voice_en_18854341.opus,two\common_voice_en_22316214.opus,0
five\common_voice_en_20190220.opus,bird\common_voice_en_44908.opus,0
forward\common_voice_en_18869761.opus,forward\common_voice_en_589088.opus,1
cero\common_voice_es_18315507.opus,vida\common_voice_es_20273377.opus,0
visual\common_voice_en_20878116.opus,cero\common_voice_es_19502599.opus,0
five\common_voice_en_130489.opus,bed\common_voice_en_17390981.opus,0
zero\common_voice_en_21181248.opus,tree\common_voice_en_82692.opus,0
backward\common_voice_en_21854781.opus,cat\common_voice_en_130974.opus,0
wow\common_voice_en_17390550.opus,right\common_voice_en_17669712.opus,0
dos\common_voice_es_20765249.opus,canción\common_voice_es_19732753__2.opus,0
off\common_voice_en_108437.opus,off\common_voice_en_17946146.opus,1
eight\common_voice_en_18754974.opus,eight\common_voice_en_19679878.opus,1
universidad\common_voice_es_19519931.opus,universidad\common_voice_es_19792325.opus,1
número\common_voice_es_20932217.opus,número\common_voice_es_20591734.opus,1
juego\common_voice_es_20304035.opus,juego\common_voice_es_19508696.opus,1
color\common_voice_es_20246847.opus,eight\common_voice_en_21322187.opus,0
one\common_voice_en_18770980.opus,universidad\common_voice_es_20581134__2.opus,0
zero\common_voice_en_18818641.opus,ciudad\common_voice_es_20836158.opus,0
nombre\common_voice_es_20128115.opus,nombre\common_voice_es_20907390.opus,1
house\common_voice_en_19445492.opus,house\common_voice_en_633482.opus,1
seis\common_voice_es_20890532.opus,seis\common_voice_es_19775764.opus,1
three\common_voice_en_21146606.opus,three\common_voice_en_660964.opus,1
learn\common_voice_en_27247.opus,tree\common_voice_en_20376303.opus,0
dos\common_voice_es_19570298.opus,stop\common_voice_en_18980474.opus,0
nombre\common_voice_es_20741014__2.opus,cuatro\common_voice_es_19130754.opus,0
house\common_voice_en_221227.opus,four\common_voice_en_639125.opus,0
right\common_voice_en_18433605.opus,tree\common_voice_en_20284984.opus,0
one\common_voice_en_22305099.opus,one\common_voice_en_20275593.opus,1
follow\common_voice_en_676813.opus,uno\common_voice_es_19264572.opus,0
learn\common_voice_en_601902.opus,learn\common_voice_en_597032.opus,1
juego\common_voice_es_19686484.opus,juego\common_voice_es_20304021.opus,1
left\common_voice_en_619241.opus,left\common_voice_en_29385.opus,1
uno\common_voice_es_19672468.opus,uno\common_voice_es_18967887.opus,1
left\common_voice_en_19692415.opus,color\common_voice_es_20002550.opus,0
learn\common_voice_en_178841.opus,marvin\common_voice_en_18463048.opus,0
nine\common_voice_en_425873.opus,house\common_voice_en_18686939.opus,0
universidad\common_voice_es_19614102.opus,eight\common_voice_en_19718136.opus,0
zero\common_voice_en_74985.opus,nine\common_voice_en_22246093.opus,0
seis\common_voice_es_20068237.opus,bird\common_voice_en_19649271.opus,0
nine\common_voice_en_22272441.opus,sheila\common_voice_en_20920766.opus,0
marvin\common_voice_en_18503041.opus,seis\common_voice_es_20819444.opus,0
nombre\common_voice_es_20257181.opus,nombre\common_voice_es_20230142.opus,1
left\common_voice_en_54651.opus,left\common_voice_en_645094.opus,1
ocho\common_voice_es_19579619.opus,ocho\common_voice_es_20597127.opus,1
bed\common_voice_en_18575105.opus,marvin\common_voice_en_22386989.opus,0
backward\common_voice_en_22458476.opus,siete\common_voice_es_20327182.opus,0
learn\common_voice_en_523835.opus,learn\common_voice_en_50185.opus,1
canción\common_voice_es_20714346.opus,canción\common_voice_es_20260629.opus,1
bird\common_voice_en_20857507.opus,eight\common_voice_en_20150660.opus,0
universidad\common_voice_es_20655918.opus,universidad\common_voice_es_19859007.opus,1
one\common_voice_en_221834__2.opus,one\common_voice_en_176389.opus,1
five\common_voice_en_20996437.opus,house\common_voice_en_19993974.opus,0
tres\common_voice_es_19836222.opus,seven\common_voice_en_19757974.opus,0
universidad\common_voice_es_20226971.opus,eight\common_voice_en_20074781.opus,0
siete\common_voice_es_20460308.opus,ocho\common_voice_es_20110731.opus,0
universidad\common_voice_es_20702364.opus,universidad\common_voice_es_20355640.opus,1
six\common_voice_en_17731105.opus,six\common_voice_en_19080572.opus,1
seven\common_voice_en_20216101.opus,follow\common_voice_en_608226.opus,0
vida\common_voice_es_20898111.opus,happy\common_voice_en_221163.opus,0
tree\common_voice_en_19685723.opus,tree\common_voice_en_19836754.opus,1
right\common_voice_en_137343.opus,right\common_voice_en_139133.opus,1
marvin\common_voice_en_19557280.opus,tres\common_voice_es_20277639.opus,0
uno\common_voice_es_20346329.opus,ocho\common_voice_es_20021660.opus,0
right\common_voice_en_17230.opus,three\common_voice_en_20883465.opus,0
seven\common_voice_en_20540978.opus,siete\common_voice_es_20065937.opus,0
ocho\common_voice_es_19058942.opus,ocho\common_voice_es_20465857.opus,1
four\common_voice_en_645381.opus,four\common_voice_en_695321.opus,1
canción\common_voice_es_19739432.opus,right\common_voice_en_19971.opus,0
vida\common_voice_es_19260543.opus,five\common_voice_en_105807.opus,0
cinco\common_voice_es_19664738.opus,wow\common_voice_en_18517214.opus,0
five\common_voice_en_19875073.opus,five\common_voice_en_20457814.opus,1
zero\common_voice_en_19164718.opus,zero\common_voice_en_497171.opus,1
down\common_voice_en_492145.opus,down\common_voice_en_697461.opus,1
nine\common_voice_en_19613167.opus,visual\common_voice_en_20887906.opus,0
seven\common_voice_en_21269526.opus,three\common_voice_en_19187177.opus,0
four\common_voice_en_20024084.opus,four\common_voice_en_20081304.opus,1
eight\common_voice_en_17843816.opus,ciudad\common_voice_es_19327493.opus,0
three\common_voice_en_19599309.opus,zero\common_voice_en_19185009.opus,0
house\common_voice_en_18579250.opus,tres\common_voice_es_19249918.opus,0
cero\common_voice_es_19736047.opus,ciudad\common_voice_es_19135615.opus,0
seis\common_voice_es_18947720.opus,seis\common_voice_es_20078904.opus,1
visual\common_voice_en_20403697.opus,marvin\common_voice_en_20049622.opus,0
stop\common_voice_en_18112079.opus,stop\common_voice_en_52857.opus,1
dog\common_voice_en_660400.opus,color\common_voice_es_19170077.opus,0
zero\common_voice_en_19695773.opus,eight\common_voice_en_20505766.opus,0
encuentra\common_voice_es_19978021.opus,right\common_voice_en_17917044.opus,0
stop\common_voice_en_17412652.opus,ocho\common_voice_es_19811736.opus,0
left\common_voice_en_688590.opus,stop\common_voice_en_658421.opus,0
nueve\common_voice_es_20333466.opus,yes\common_voice_en_10208845.opus,0
número\common_voice_es_19700588.opus,número\common_voice_es_20005507.opus,1
cat\common_voice_en_21169757.opus,zero\common_voice_en_19826138.opus,0
four\common_voice_en_93635.opus,four\common_voice_en_20189102.opus,1
cinco\common_voice_es_19490870.opus,cinco\common_voice_es_20448209.opus,1
tiempo\common_voice_es_20161388.opus,tiempo\common_voice_es_19555209.opus,1
visual\common_voice_en_21240247.opus,visual\common_voice_en_20283732.opus,1
off\common_voice_en_66153.opus,two\common_voice_en_492133.opus,0
tres\common_voice_es_19601518.opus,learn\common_voice_en_619661.opus,0
one\common_voice_en_20379819.opus,one\common_voice_en_17623726.opus,1
seven\common_voice_en_166562.opus,seven\common_voice_en_20203294.opus,1
stop\common_voice_en_54760.opus,stop\common_voice_en_570333.opus,1
tiempo\common_voice_es_19172558.opus,house\common_voice_en_12064.opus,0
down\common_voice_en_119888.opus,two\common_voice_en_17475899.opus,0
off\common_voice_en_188546.opus,off\common_voice_en_628806.opus,1
visual\common_voice_en_22466888.opus,dos\common_voice_es_19541492.opus,0
tiempo\common_voice_es_19673100.opus,tiempo\common_voice_es_19720507.opus,1
ocho\common_voice_es_19466356.opus,three\common_voice_en_17715370.opus,0
one\common_voice_en_20189984.opus,happy\common_voice_en_129601.opus,0
off\common_voice_en_17954845.opus,house\common_voice_en_44967.opus,0
house\common_voice_en_20059177.opus,house\common_voice_en_478526.opus,1
nine\common_voice_en_20860926.opus,one\common_voice_en_59163__2.opus,0
sheila\common_voice_en_20960986.opus,sheila\common_voice_en_19960615.opus,1
cinco\common_voice_es_20265961.opus,cinco\common_voice_es_20261661.opus,1
zero\common_voice_en_19415485.opus,bird\common_voice_en_20432368.opus,0
marvin\common_voice_en_19599818.opus,learn\common_voice_en_18283429.opus,0
four\common_voice_en_22248386.opus,four\common_voice_en_20531882.opus,1
marvin\common_voice_en_21507533.opus,backward\common_voice_en_22138685.opus,0
cero\common_voice_es_18320021.opus,zero\common_voice_en_20757464.opus,0
seis\common_voice_es_19653811.opus,seis\common_voice_es_18403020.opus,1
canción\common_voice_es_20691389.opus,canción\common_voice_es_19958950.opus,1
color\common_voice_es_20141434.opus,happy\common_voice_en_57845.opus,0
eight\common_voice_en_19801126.opus,cat\common_voice_en_574051.opus,0
seis\common_voice_es_18667681.opus,número\common_voice_es_19946889.opus,0
cuatro\common_voice_es_19612347.opus,juego\common_voice_es_19465200.opus,0
happy\common_voice_en_141812.opus,bird\common_voice_en_19403426.opus,0
two\common_voice_en_121230.opus,two\common_voice_en_18645313.opus,1
nueve\common_voice_es_18629633.opus,backward\common_voice_en_22264876.opus,0
nueve\common_voice_es_20161349.opus,nueve\common_voice_es_18344693.opus,1
happy\common_voice_en_641833.opus,learn\common_voice_en_17250903.opus,0
tres\common_voice_es_20869944.opus,tres\common_voice_es_20169833.opus,1
happy\common_voice_en_612196.opus,four\common_voice_en_20235838.opus,0
seven\common_voice_en_17488594.opus,seis\common_voice_es_20068237.opus,0
left\common_voice_en_18104078.opus,left\common_voice_en_22341756.opus,1
nueve\common_voice_es_20753242.opus,nueve\common_voice_es_20766131.opus,1
three\common_voice_en_19725533.opus,ocho\common_voice_es_20824384.opus,0
ciudad\common_voice_es_20898508.opus,six\common_voice_en_17942628.opus,0
vida\common_voice_es_19699110.opus,siete\common_voice_es_19756057.opus,0
cat\common_voice_en_18730996.opus,nine\common_voice_en_19796456.opus,0
universidad\common_voice_es_19537298.opus,ocho\common_voice_es_19792508.opus,0
juego\common_voice_es_20591760.opus,dos\common_voice_es_20908823.opus,0
house\common_voice_en_663375.opus,right\common_voice_en_58370.opus,0
cinco\common_voice_es_19592363.opus,cinco\common_voice_es_19594835.opus,1
visual\common_voice_en_18876155.opus,visual\common_voice_en_20014880.opus,1
eight\common_voice_en_21205692.opus,canción\common_voice_es_19606462.opus,0
tres\common_voice_es_19794017.opus,tres\common_voice_es_19133213.opus,1
left\common_voice_en_19439625.opus,universidad\common_voice_es_20765495.opus,0
bed\common_voice_en_17287650.opus,bed\common_voice_en_22458513.opus,1
happy\common_voice_en_18113768.opus,happy\common_voice_en_656687.opus,1
off\common_voice_en_628001.opus,eight\common_voice_en_603943.opus,0
learn\common_voice_en_1352.opus,learn\common_voice_en_525434.opus,1
siete\common_voice_es_19621861.opus,sheila\common_voice_en_19668630.opus,0
down\common_voice_en_17863895.opus,three\common_voice_en_167222.opus,0
seis\common_voice_es_19966238.opus,sheila\common_voice_en_19960615.opus,0
wow\common_voice_en_326313.opus,house\common_voice_en_19760674.opus,0
happy\common_voice_en_146902.opus,happy\common_voice_en_187949.opus,1
three\common_voice_en_84515.opus,three\common_voice_en_11738006.opus,1
tiempo\common_voice_es_18909815.opus,tiempo\common_voice_es_19148093.opus,1
happy\common_voice_en_586848.opus,happy\common_voice_en_130812.opus,1
left\common_voice_en_90212.opus,dos\common_voice_es_19959289.opus,0
zero\common_voice_en_17264954.opus,bed\common_voice_en_20105412.opus,0
wow\common_voice_en_17967402.opus,wow\common_voice_en_17333314.opus,1
eight\common_voice_en_21357053.opus,siete\common_voice_es_19523594.opus,0
happy\common_voice_en_21713043.opus,stop\common_voice_en_583756.opus,0
eight\common_voice_en_19955846.opus,eight\common_voice_en_18403680.opus,1
visual\common_voice_en_22105467.opus,two\common_voice_en_591487.opus,0
cuatro\common_voice_es_19722793.opus,cuatro\common_voice_es_20632624.opus,1
seven\common_voice_en_633082.opus,color\common_voice_es_19545335.opus,0
seis\common_voice_es_19135877.opus,seis\common_voice_es_19965145.opus,1
four\common_voice_en_499730.opus,four\common_voice_en_19347794.opus,1
tree\common_voice_en_678196.opus,tree\common_voice_en_18409855.opus,1
off\common_voice_en_2586265.opus,dos\common_voice_es_20051385.opus,0
nueve\common_voice_es_19247106.opus,nueve\common_voice_es_19749243.opus,1
six\common_voice_en_17848951.opus,seven\common_voice_en_19499730.opus,0
número\common_voice_es_19134172.opus,número\common_voice_es_19601778.opus,1
yes\common_voice_en_18471324.opus,yes\common_voice_en_18034091.opus,1
tree\common_voice_en_17822204.opus,tree\common_voice_en_122949.opus,1
four\common_voice_en_101996.opus,yes\common_voice_en_595178.opus,0
left\common_voice_en_19501761.opus,left\common_voice_en_19872349.opus,1
uno\common_voice_es_19967945.opus,número\common_voice_es_19747532.opus,0
two\common_voice_en_21654668.opus,right\common_voice_en_101852.opus,0
vida\common_voice_es_20736453.opus,encuentra\common_voice_es_19965527.opus,0
número\common_voice_es_19415656.opus,cuatro\common_voice_es_20898040.opus,0
marvin\common_voice_en_19557280.opus,marvin\common_voice_en_18686617.opus,1
color\common_voice_es_19545335.opus,color\common_voice_es_19544263.opus,1
five\common_voice_en_491149.opus,five\common_voice_en_20143534.opus,1
nueve\common_voice_es_19710176.opus,vida\common_voice_es_20713895.opus,0
universidad\common_voice_es_20355640.opus,universidad\common_voice_es_20625523.opus,1
down\common_voice_en_477906.opus,juego\common_voice_es_19720321.opus,0
marvin\common_voice_en_19471438.opus,marvin\common_voice_en_18408414.opus,1
cero\common_voice_es_18629699.opus,cero\common_voice_es_18510995.opus,1
